fund_symbol,fund_short_name,fund_long_name,fund_category,fund_family,fund_return_1year,fund_return_3years,fund_return_5years,fund_return_10years,fund_return_last_bull_market,fund_return_last_bear_market
ABLOX,Alger Portfolios - Alger Balanc,Alger Balanced Portfolio Class I-2,Allocation--50% to 70% Equity,Alger,0.2301,0.1202,0.1001,0.0898,0.1327,-0.0927
ABLSX,American Beacon Balanced Fund A,American Beacon Balanced Fund Advisor Class,Allocation--50% to 70% Equity,American Beacon,0.2902,0.092,0.0793,0.0897,0.1792,-0.1124
ABLYX,American Beacon Large Cap Value,American Beacon Large Cap Value Fund Class Y,Large Value,American Beacon,0.4553,0.1099,0.0997,0.1194,0.2681,-0.1959
ABMAX,American Beacon Mid-Cap Value F,American Beacon Mid-Cap Value Fund Class A,Mid-Cap Value,American Beacon,0.5842,0.0814,0.082,0.1078,0.2929,-0.2227
ABMIX,AMG Managers Fairpointe Mid Cap,AMG River Road Mid Cap Value Fund - Class I,Mid-Cap Value,AMG Funds,0.4345,0.0714,0.0742,0.1024,0.2743,-0.2565
ABNAX,"AB Bond Fund, Inc. - AB Bond In",AB Bond Inflation Strategy Class A,Inflation-Protected Bond,AllianceBernstein,0.1047,0.0699,0.0461,0.0288,0.0466,0.0115
ABNCX,"AB Bond Fund, Inc. - AB Bond In",AB Bond Inflation Strategy Class C,Inflation-Protected Bond,AllianceBernstein,0.0962,0.0618,0.0382,0.0214,0.0435,0.0083
ABNDX,"The Bond Fund of America, Class",American Funds The Bond Fund of America Class A,Intermediate Core Bond,American Funds,0.004,0.066,0.0396,0.0356,0.0375,0.0294
ABNFX,"The Bond Fd of America, Class F",American Funds The Bond Fund of America Class F-2,Intermediate Core Bond,American Funds,0.0065,0.0686,0.0423,0.0382,0.0391,0.0305
ABNIX,Aberdeen International Small Ca,Aberdeen International Small Cap Fund Institutional Class,Foreign Small/Mid Growth,Aberdeen,0.4303,0.1676,0.1333,0.1096,0.1967,-0.1622
ABNKX,"AB Bond Fund, Inc. - AB Bond In",AB Bond Inflation Strategy Class K,Inflation-Protected Bond,AllianceBernstein,0.1041,0.0697,0.046,0.029,0.0473,0.0116
ABNOX,"AB Bond Fund, Inc. - AB Bond In",AB Bond Inflation Strategy Class 1,Inflation-Protected Bond,AllianceBernstein,0.1055,0.0713,0.0476,0.0305,0.0482,0.0127
ABNRX,"AB Bond Fund, Inc. - AB Bond In",AB Bond Inflation Strategy Class R,Inflation-Protected Bond,AllianceBernstein,0.1013,0.0672,0.0436,0.0265,0.0464,0.0098
ABNTX,"AB Bond Fund, Inc. - AB Bond In",AB Bond Inflation Strategy Class 2,Inflation-Protected Bond,AllianceBernstein,0.1078,0.0727,0.0487,0.0316,0.0488,0.013
ABNYX,"AB Bond Fund, Inc. - AB Bond In",AB Bond Inflation Strategy Advisor Class,Inflation-Protected Bond,AllianceBernstein,0.1068,0.0724,0.0486,0.0315,0.0491,0.0125
ABNZX,"AB Bond Fund, Inc. - AB Bond In",AB Bond Inflation Strategy Fund Class Z,Inflation-Protected Bond,AllianceBernstein,0.1072,0.0727,0.0488,0.0785,0.0486,0.013
ABPAX,The AB Portfolios - AB Conserva,AB Conservative Wealth Strategy Class A,Allocation--30% to 50% Equity,AllianceBernstein,0.1679,0.0675,0.0494,0.0451,0.0793,-0.071
ABPCX,The AB Portfolios - AB Conserva,AB Conservative Wealth Strategy Class C,Allocation--30% to 50% Equity,AllianceBernstein,0.1588,0.0597,0.0415,0.0375,0.0753,-0.0731
ABPRX,"AB Large Cap Growth Fund, Inc. ",AB Large Cap Growth Fund Class R,Large Growth,AllianceBernstein,0.3648,0.252,0.1937,0.1848,0.2729,-0.1866
ABPYX,The AB Portfolios - AB Conserva,AB Conservative Wealth Strategy Advisor Class,Allocation--30% to 50% Equity,AllianceBernstein,0.1708,0.0702,0.0521,0.048,0.081,-0.0694
ABQCX,"AB Bond Fund, Inc. - AB Total R",AB Total Return Bond Portfolio Class C,Intermediate Core-Plus Bond,AllianceBernstein,0.0193,0.0457,0.0289,0.0273,0.0192,0.0293
ABQIX,"AB Bond Fund, Inc. - AB Total R",AB Total Return Bond Portfolio Class I,Intermediate Core-Plus Bond,AllianceBernstein,0.0294,0.0559,0.0392,0.0375,0.0241,0.0344
ABQKX,"AB Bond Fund, Inc. - AB Total R",AB Total Return Bond Portfolio Class K,Intermediate Core-Plus Bond,AllianceBernstein,0.0269,0.0533,0.0365,0.0349,0.0235,0.0324
ABQRX,"AB Bond Fund, Inc. - AB Total R",AB Total Return Bond Portfolio Class R,Intermediate Core-Plus Bond,AllianceBernstein,0.0242,0.0507,0.0339,0.0324,0.0221,0.0314
ABQUX,"AB Bond Fund, Inc. - AB Total R",AB Total Return Bond Portfolio Class A,Intermediate Core-Plus Bond,AllianceBernstein,0.0269,0.0534,0.0365,0.0348,0.0232,0.0322
ABQYX,"AB Bond Fund, Inc. - AB Total R",AB Total Return Bond Portfolio Advisor Class,Intermediate Core-Plus Bond,AllianceBernstein,0.0294,0.056,0.0392,0.0375,0.0238,0.0344
ABQZX,"AB Bond Fund, Inc. - AB Total R",AB Total Return Bond Portfolio Class Z,Intermediate Core-Plus Bond,AllianceBernstein,0.0285,0.0556,0.039,0.0785,0.0232,0.0322
ABRCX,Invesco Balanced-Risk Allocatio,Invesco Balanced-Risk Allocation Fund Class C,World Allocation,Invesco,0.2029,0.0754,0.0583,0.0526,0.1145,0.0106
ABREX,"AB Cap Fund, Inc. - AB Emerging",AB Emerging Markets Multi-Asset Portfolio Class R,Diversified Emerging Mkts,AllianceBernstein,0.1743,0.0765,0.0661,0.0785,0.1425,-0.13
ABRFX,AmericaFirst Monthly Risk-On Ri,AmericaFirst Monthly Risk-On Risk-Off Fund Class A,Tactical Allocation,AmericaFirst Funds,0.0582,-0.0018,0.0212,0.0301,0.089,-0.1983
ABRIX,Invesco Balanced-Risk Allocatio,Invesco Balanced-Risk Allocation Fund R5 Class,World Allocation,Invesco,0.2152,0.087,0.0694,0.0635,0.1202,0.0156
ABRJX,ABR Dynamic Short Volatility Fu,ABR 50/50 Volatility Fund Investor Shares,Long-Short Equity,ABR,0.5151,0.1907,0.0783,0.0785,0.1668,-0.159
ABRRX,Invesco Balanced-Risk Allocatio,Invesco Balanced-Risk Allocation Fund Class R,World Allocation,Invesco,0.2081,0.0808,0.0635,0.0578,0.1178,0.0131
ABRSX,ABR DynamicShort Volatility Fun,ABR 50/50 Volatility Fund Institutional Shares,Long-Short Equity,ABR,0.5185,0.1931,0.0783,0.0785,0.1668,-0.159
ABRTX,ABR DYNAMIC BLEND EQUITY & VOLA,ABR Dynamic Blend Equity & Volatility Fund Investor Shares,Long-Short Equity,ABR,0.0934,0.181,0.0783,0.0785,0.1668,-0.159
ABRUX,AmericaFirst Monthly Risk-On Ri,AmericaFirst Monthly Risk-On Risk-Off Fund Class U,Tactical Allocation,AmericaFirst Funds,0.0528,-0.0068,0.016,0.0249,0.0865,-0.1997
ABRVX,ABR DYNAMIC BLEND EQUITY & VOLA,ABR Dynamic Blend Equity & Volatility Fund Institutional Shares,Long-Short Equity,ABR,0.097,0.1841,0.0783,0.0785,0.1668,-0.159
ABRWX,AmericaFirst Monthly Risk-On Ri,AmericaFirst Monthly Risk-On Risk-Off Fund Class I,Tactical Allocation,AmericaFirst Funds,0.0705,0.01,0.0327,0.0397,0.0918,-0.1959
ABRYX,Invesco Balanced-Risk Allocatio,Invesco Balanced-Risk Allocation Fund Class Y,World Allocation,Invesco,0.2147,0.0862,0.0689,0.0631,0.1202,0.0156
ABRZX,Invesco Balanced-Risk Allocatio,Invesco Balanced-Risk Allocation Fund Class A,World Allocation,Invesco,0.2119,0.0837,0.0662,0.0605,0.1189,0.0139
ABSAX,American Beacon Small Cap Value,American Beacon Small Cap Value Fund Class A,Small Value,American Beacon,0.5806,0.0685,0.0869,0.1018,0.2965,-0.2658
ABSIX,AB Trust - AB Discovery Value F,AB Discovery Value Fund Class I,Small Value,AllianceBernstein,0.6181,0.0865,0.0971,0.1114,0.2756,-0.265
ABSKX,AB Trust - AB Discovery Value F,AB Discovery Value Fund Class K,Small Value,AllianceBernstein,0.6126,0.0827,0.0934,0.1077,0.2739,-0.266
ABSRX,AB Trust - AB Discovery Value F,AB Discovery Value Fund Class R,Small Value,AllianceBernstein,0.6082,0.0795,0.0901,0.1044,0.2715,-0.2667
ABSYX,American Beacon Small Cap Value,American Beacon Small Cap Value Fund Class Y,Small Value,American Beacon,0.5861,0.0723,0.0905,0.1058,0.3007,-0.2641
ABSZX,AB Trust - AB Discovery Value F,AB Discovery Value Fund Class Z,Small Value,AllianceBernstein,0.6196,0.0875,0.0981,0.0785,0.2756,-0.265
ABTAX,American Century Government Bon,American Century Government Bond Fund A Class,Intermediate Government,American Century Investments,-0.0089,0.0466,0.0246,0.0215,0.0137,0.054
ABTCX,American Century Government Bon,American Century Government Bond Fund C Class,Intermediate Government,American Century Investments,-0.0172,0.0385,0.017,0.0139,0.0092,0.0498
ABTFX,"AB Municipal Income Fund, Inc. ",AB High Income Municipal Portfolio Class C,High Yield Muni,AllianceBernstein,0.1048,0.0622,0.0516,0.0583,0.0946,0.0868
ABTHX,"AB Municipal Income Fund, Inc. ",AB High Income Municipal Portfolio Class A,High Yield Muni,AllianceBernstein,0.1131,0.0701,0.0595,0.066,0.098,0.091
ABTIX,American Century Government Bon,American Century Government Bond Fund R5 Class,Intermediate Government,American Century Investments,-0.0053,0.051,0.029,0.0261,0.0155,0.056
ABTRX,American Century Government Bon,American Century Government Bond Fund R Class,Intermediate Government,American Century Investments,-0.0123,0.0437,0.022,0.019,0.0122,0.052
ABTYX,"AB Municipal Income Fund, Inc. ",AB High Income Municipal Portfolio Advisor Class,High Yield Muni,AllianceBernstein,0.1159,0.0729,0.0621,0.0689,0.1,0.0913
ABTZX,"AB Municipal Income Fund, Inc. ",AB High Income Municipal Portfolio Class Z,High Yield Muni,AllianceBernstein,0.1159,0.0911,0.0783,0.0785,0.1,0.0913
ABUAX,Columbia Capital Allocation Mod,Columbia Capital Allocation Moderate Portfolio Class A,Allocation--30% to 50% Equity,Columbia Threadneedle,0.1874,0.0973,0.0797,0.0774,0.1326,-0.1045
ABVAX,AB Trust - AB Value Fund - Clas,AB Value Fund Class A,Large Value,AllianceBernstein,0.4211,0.0809,0.0633,0.0923,0.2303,-0.2135
ABVCX,AB Trust - AB Value Fund - Clas,AB Value Fund Class C,Large Value,AllianceBernstein,0.4094,0.0725,0.0552,0.0842,0.2254,-0.2156
ABVRX,AB Trust - AB Value Fund - Clas,AB Value Fund Class R,Large Value,AllianceBernstein,0.4141,0.0759,0.0585,0.0878,0.2288,-0.2149
ABWAX,The AB Portfolios - AB Balanced,AB All Market Total Return Portfolio Class A,Allocation--50% to 70% Equity,AllianceBernstein,0.2265,0.0879,0.063,0.0637,0.1465,-0.1473
ABWCX,The AB Portfolios - AB Balanced,AB All Market Total Return Portfolio Class C,Allocation--50% to 70% Equity,AllianceBernstein,0.2174,0.0797,0.0549,0.0559,0.1423,-0.1497
ABWIX,The AB Portfolios - AB Balanced,AB All Market Total Return Portfolio Class I,Allocation--50% to 70% Equity,AllianceBernstein,0.2292,0.0901,0.0653,0.0662,0.1485,-0.146
ABWKX,The AB Portfolios - AB Balanced,AB All Market Total Return Portfolio Class K,Allocation--50% to 70% Equity,AllianceBernstein,0.225,0.0867,0.0618,0.0628,0.1463,-0.1476
ABWRX,The AB Portfolios - AB Balanced,AB All Market Total Return Portfolio Class R,Allocation--50% to 70% Equity,AllianceBernstein,0.2214,0.0832,0.0585,0.0594,0.1446,-0.1486
ABWYX,The AB Portfolios - AB Balanced,AB All Market Total Return Portfolio Advisor Class,Allocation--50% to 70% Equity,AllianceBernstein,0.2298,0.0906,0.0657,0.0665,0.1481,-0.1456
ABYAX,Abbey Capital Futures Strategy ,Abbey Capital Futures Strategy Fund Class A,Systematic Trend,Abbey Capital,0.0804,0.0615,0.0129,0.0785,0.1668,-0.159
ABYCX,Abbey Capital Futures Strategy ,Abbey Capital Futures Strategy Fund Class C,Systematic Trend,Abbey Capital,0.0715,0.0536,0.0783,0.0785,0.1668,-0.159
ABYEX,"AB Cap Fund, Inc. - AB Emerging",AB Emerging Markets Multi-Asset Portfolio Advisor Class,Diversified Emerging Mkts,AllianceBernstein,0.1803,0.0821,0.0714,0.0785,0.146,-0.13
ABYIX,Abbey Capital Futures Strategy ,Abbey Capital Futures Strategy Fund Class I,Systematic Trend,Abbey Capital,0.0835,0.0643,0.0154,0.0785,0.1668,-0.159
ABYSX,AB Trust - AB Discovery Value F,AB Discovery Value Fund Advisor Class,Small Value,AllianceBernstein,0.6197,0.0866,0.0972,0.1114,0.2756,-0.265
ABZEX,"AB Cap Fund, Inc. - AB Emerging",AB Emerging Markets Multi-Asset Portfolio Class Z,Diversified Emerging Mkts,AllianceBernstein,0.1805,0.0822,0.0783,0.0785,0.1465,-0.13
ACAAX,Alger Capital Appreciation Fund,Alger Capital Appreciation Fund Class A,Large Growth,Alger,0.3445,0.2425,0.1821,0.1747,0.2689,-0.188
ACACX,"AB Municipal Income Fund, Inc. ",AB Municipal Income Fund California Portfolio Class C,Muni California Intermediate,AllianceBernstein,0.0478,0.0405,0.0294,0.035,0.0568,0.0513
ACARX,Alger Capital Appreciation Inst,Alger Capital Appreciation Institutional Fund Class R,Large Growth,Alger,0.3386,0.2366,0.1771,0.1694,0.2687,-0.1913
ACASX,Access Capital Community Invest,Access Capital Community Investment Fund Class A,Intermediate Government,RBC Global Asset Management.,0.0024,0.0355,0.0192,0.0199,0.0226,0.0264
ACATX,Access Capital Community Invest,Access Capital Community Investment Fund Class IS,Intermediate Government,RBC Global Asset Management.,0.0052,0.0911,0.0783,0.0785,0.0251,0.0275
ACAYX,Alger Capital Appreciation Inst,Alger Capital Appreciation Institutional Fund Class Y,Large Growth,Alger,0.3495,0.247,0.0783,0.0785,0.2722,-0.1895
ACAZX,"The Alger Fds, Alger Capital Ap",Alger Capital Appreciation Fund Class Z,Large Growth,Alger,0.3485,0.2466,0.1862,0.1785,0.2706,-0.1871
ACBPX,American Century Diversified Bo,American Century Diversified Bond Fund I Class,Intermediate Core Bond,American Century Investments,0.0087,0.0592,0.0363,0.0344,0.036,0.0412
ACBYX,American Beacon Balanced Fund Y,American Beacon Balanced Fund Class Y,Allocation--50% to 70% Equity,American Beacon,0.2953,0.0964,0.0841,0.0943,0.1805,-0.1103
ACCAX,American Century Strategic Allo,American Century Strategic Allocation: Conservative Fund A Class,Allocation--30% to 50% Equity,American Century Investments,0.1779,0.0982,0.0715,0.0676,0.1211,-0.0716
ACCBX,Invesco Corporate Bond Fund Cla,Invesco Corporate Bond Fund Class A,Corporate Bond,Invesco,0.0575,0.0887,0.0622,0.0566,0.0665,0.008
ACCEX,Invesco Corporate Bond Fund Cla,Invesco Corporate Bond Fund Class C,Corporate Bond,Invesco,0.0496,0.0809,0.0544,0.0489,0.0611,0.0056
ACCHX,Invesco Corporate Bond Fund Cla,Invesco Corporate Bond Fund Class Y,Corporate Bond,Invesco,0.06,0.0918,0.0648,0.0593,0.0679,0.0091
ACCIX,American Century Strategic Allo,American Century Strategic Allocation: Conservative Fund I Class,Allocation--30% to 50% Equity,American Century Investments,0.183,0.1037,0.0762,0.0724,0.1233,-0.0678
ACCKX,American Century Core Plus Fd C,American Century Core Plus Fund Class C,Intermediate Core-Plus Bond,American Century Investments,0.0182,0.0498,0.0294,0.0259,0.0335,0.0319
ACCLX,American Century Mid Cap Value ,American Century Mid Cap Value Fund C Class,Mid-Cap Value,American Century Investments,0.3415,0.0783,0.0892,0.1098,0.2121,-0.1744
ACCNX,American Century Core Plus Fd I,American Century Core Plus Fund Investor Class,Intermediate Core-Plus Bond,American Century Investments,0.0284,0.0603,0.0395,0.036,0.0396,0.0361
ACCOX,American Century International ,American Century International Value Fund C Class,Foreign Large Value,American Century Investments,0.2742,0.0348,0.0277,0.0315,0.1241,-0.2341
ACCPX,American Century Core Plus Fd R,American Century Core Plus Fund Class R,Intermediate Core-Plus Bond,American Century Investments,0.0233,0.055,0.0345,0.0309,0.0366,0.034
ACCQX,American Century Core Plus Fd A,American Century Core Plus Fund Class A,Intermediate Core-Plus Bond,American Century Investments,0.0259,0.0576,0.0369,0.0335,0.0381,0.0351
ACCSX,Access Capital Community Invest,Access Capital Community Investment Fund Institutional Class,Intermediate Government,RBC Global Asset Management.,0.0048,0.0386,0.0227,0.0233,0.0251,0.0275
ACCTX,American Century Core Plus Fund,American Century Core Plus Fund I Class,Intermediate Core-Plus Bond,American Century Investments,0.0293,0.0616,0.0783,0.0785,0.0402,0.0366
ACCUX,American Century Core Plus Fund,American Century Core Plus Fund R5 Class,Intermediate Core-Plus Bond,American Century Investments,0.0305,0.0627,0.0417,0.0382,0.0408,0.037
ACCWX,Invesco Corporate Bond Fund Cla,Invesco Corporate Bond Fund R5 Class,Corporate Bond,Invesco,0.0605,0.092,0.0657,0.0606,0.0692,0.0093
ACCYX,,American Century Core Plus Fund G Class,Intermediate Core-Plus Bond,American Century Investments,0.2505,0.0911,0.0783,0.0785,0.0408,0.037
ACCZX,Invesco Corporate Bond Fund Cla,Invesco Corporate Bond Fund Class R,Corporate Bond,Invesco,0.0548,0.0862,0.0594,0.054,0.0649,0.007
ACEAX,"AB Cap Fund, Inc.-AB All China ",AB All China Equity Portfolio Class A,China Region,AllianceBernstein,0.0368,0.0773,0.0783,0.0785,0.1668,-0.159
ACECX,American Century Emerging Marke,American Century Emerging Markets Fund C Class,Diversified Emerging Mkts,American Century Investments,0.1788,0.0815,0.0862,0.0421,0.2251,-0.305
ACEHX,Invesco Exchange Fund Shs,Invesco Exchange Fund,Large Value,Invesco,0.1303,0.077,0.0803,0.0776,0.1772,-0.1863
ACEIX,Invesco Equity and Income Fund,Invesco Equity and Income Fund Class A,Allocation--50% to 70% Equity,Invesco,0.3292,0.0991,0.0859,0.0962,0.1771,-0.1536
ACEKX,Invesco Equity and Income Fund ,Invesco Equity and Income Fund R5 Class,Allocation--50% to 70% Equity,Invesco,0.3332,0.1025,0.0893,0.0997,0.178,-0.1516
ACEMX,"The Alger Fds II, Alger Emergin",Alger Emerging Markets Fund Class C,Diversified Emerging Mkts,Alger,0.2842,0.1345,0.0969,0.0447,0.1528,-0.2793
ACERX,Invesco Equity and Income Fund,Invesco Equity and Income Fund Class C,Allocation--50% to 70% Equity,Invesco,0.3183,0.091,0.0779,0.088,0.1712,-0.1557
ACESX,Invesco Equity and Income Fund ,Invesco Equity and Income Fund Class R,Allocation--50% to 70% Equity,Invesco,0.325,0.0961,0.0831,0.0934,0.1737,-0.154
ACETX,Invesco Equity and Income Fund ,Invesco Equity and Income Fund Class Y,Allocation--50% to 70% Equity,Invesco,0.3326,0.1019,0.0886,0.099,0.1788,-0.1526
ACEVX,American Century International ,American Century International Value Fund Investor Class,Foreign Large Value,American Century Investments,0.2867,0.0451,0.0381,0.0419,0.1296,-0.2307
ACEYX,"AB Cap Fund, Inc.-AB All China ",AB All China Equity Portfolio Advisor Class,China Region,AllianceBernstein,0.0398,0.08,0.0783,0.0785,0.1668,-0.159
ACFCX,"American Century Inv, Focused D",American Century Investments Focused Dynamic Growth Fund R Class,Large Growth,American Century Investments,0.3615,0.3105,0.2318,0.1928,0.1768,-0.1375
ACFDX,American Century Focused Dynami,American Century Investments Focused Dynamic Growth Fund A Class,Large Growth,American Century Investments,0.3651,0.3139,0.2349,0.1958,0.1785,-0.1359
ACFFX,Columbia Acorn International Se,Columbia Acorn International Select Fund Institutional Class,Foreign Large Growth,Columbia Threadneedle,0.2698,0.1272,0.1248,0.088,0.1568,-0.1846
ACFGX,Focused Dynamic Growth Fund Cla,American Century Investments Focused Dynamic Growth Fund G Class,Large Growth,American Century Investments,0.3799,0.0911,0.0783,0.0785,0.182,-0.1346
ACFIX,Water Island Credit Opportuniti,Water Island Credit Opportunities Fund Class I,Nontraditional Bond,Arbitrage Fund,0.0567,0.0466,0.0347,0.0785,0.1668,-0.159
ACFNX,Focused Dynamic Growth Fund - R,American Century Investments Focused Dynamic Growth Fund R6 Class,Large Growth,American Century Investments,0.3731,0.3218,0.0783,0.0785,0.182,-0.1346
ACFOX,"American Century Inv, Focused D",American Century Investments Focused Dynamic Growth Fund Investor Class,Large Growth,American Century Investments,0.3686,0.3172,0.238,0.1987,0.1791,-0.135
