fund_symbol,fund_short_name,fund_long_name,fund_category,fund_family,fund_return_1year,fund_return_3years,fund_return_5years,fund_return_10years,fund_sharpe_ratio_5years,fund_treynor_ratio_5years
BSCM,"AB Bond Fund, Inc. - AB Bond In",AB Bond Inflation Strategy Class R,,AllianceBernstein,0.0111,0.0421,0.0269,0.0542,0.61,2.79
BSCN,"AB Bond Fund, Inc. - AB Bond In",AB Bond Inflation Strategy Class 2,,AllianceBernstein,0.0181,0.0523,0.0328,0.0542,0.66,2.94
BSCO,"AB Bond Fund, Inc. - AB Bond In",AB Bond Inflation Strategy Advisor Class,,AllianceBernstein,0.0285,0.0638,0.0389,0.0542,0.66,3.02
BSCP,"AB Bond Fund, Inc. - AB Bond In",AB Bond Inflation Strategy Fund Class Z,,AllianceBernstein,0.0242,0.0707,0.0406,0.0542,0.62,2.67
BSCQ,The AB Portfolios - AB Conserva,AB Conservative Wealth Strategy Class A,,AllianceBernstein,0.0226,0.0789,0.08785,0.0542,0.6,9.4
BSCR,The AB Portfolios - AB Conserva,AB Conservative Wealth Strategy Class C,,AllianceBernstein,0.0289,0.0813,0.08785,0.0542,0.6,9.4
BSCS,"AB Large Cap Growth Fund, Inc. ",AB Large Cap Growth Fund Class R,,AllianceBernstein,0.0302,0.0864,0.08785,0.0542,0.6,9.4
BSCT,The AB Portfolios - AB Conserva,AB Conservative Wealth Strategy Advisor Class,,AllianceBernstein,0.0234,0.0864,0.08785,0.0542,0.6,9.4
BSCU,"AB Bond Fund, Inc. - AB Total R",AB Total Return Bond Portfolio Class C,,AllianceBernstein,0.353,0.0864,0.08785,0.0542,0.6,9.4
BSDE,"AB Bond Fund, Inc. - AB Total R",AB Total Return Bond Portfolio Class I,Emerging Markets Bond,AllianceBernstein,0.0697,0.0864,0.08785,0.0542,0.6,9.4
BSEP,"AB Bond Fund, Inc. - AB Total R",AB Total Return Bond Portfolio Class K,,AllianceBernstein,0.2401,0.0864,0.08785,0.0542,0.6,9.4
BSJL,"AB Bond Fund, Inc. - AB Total R",AB Total Return Bond Portfolio Class R,High Yield Bond,AllianceBernstein,0.0443,0.0215,0.0383,0.0542,0.61,12.36
BSJM,"AB Bond Fund, Inc. - AB Total R",AB Total Return Bond Portfolio Class A,High Yield Bond,AllianceBernstein,0.0877,0.0329,0.0437,0.0542,0.63,12.42
BSJN,"AB Bond Fund, Inc. - AB Total R",AB Total Return Bond Portfolio Advisor Class,High Yield Bond,AllianceBernstein,0.1083,0.0462,0.0515,0.0542,0.63,10.18
BSJO,"AB Bond Fund, Inc. - AB Total R",AB Total Return Bond Portfolio Class Z,,AllianceBernstein,0.1493,0.0547,0.08785,0.0542,0.6,9.4
BSJP,Invesco Balanced-Risk Allocatio,Invesco Balanced-Risk Allocation Fund Class C,High Yield Bond,Invesco,0.1373,0.0661,0.08785,0.0542,0.6,9.4
BSJQ,"AB Cap Fund, Inc. - AB Emerging",AB Emerging Markets Multi-Asset Portfolio Class R,High Yield Bond,AllianceBernstein,0.135,0.0864,0.08785,0.0542,0.6,9.4
BSJR,AmericaFirst Monthly Risk-On Ri,AmericaFirst Monthly Risk-On Risk-Off Fund Class A,High Yield Bond,AmericaFirst Funds,0.1521,0.0864,0.08785,0.0542,0.6,9.4
BSJS,Invesco Balanced-Risk Allocatio,Invesco Balanced-Risk Allocation Fund R5 Class,High Yield Bond,Invesco,0.353,0.0864,0.08785,0.0542,0.6,9.4
BSML,ABR Dynamic Short Volatility Fu,ABR 50/50 Volatility Fund Investor Shares,,ABR,0.017,0.0864,0.08785,0.0542,0.6,9.4
BSMM,Invesco Balanced-Risk Allocatio,Invesco Balanced-Risk Allocation Fund Class R,,Invesco,0.0265,0.0864,0.08785,0.0542,0.6,9.4
BSMN,ABR DynamicShort Volatility Fun,ABR 50/50 Volatility Fund Institutional Shares,,ABR,0.0442,0.0864,0.08785,0.0542,0.6,9.4
BSMO,ABR DYNAMIC BLEND EQUITY & VOLA,ABR Dynamic Blend Equity & Volatility Fund Investor Shares,,ABR,0.0562,0.0864,0.08785,0.0542,0.6,9.4
BSMP,AmericaFirst Monthly Risk-On Ri,AmericaFirst Monthly Risk-On Risk-Off Fund Class U,,AmericaFirst Funds,0.0669,0.0864,0.08785,0.0542,0.6,9.4
BSMQ,ABR DYNAMIC BLEND EQUITY & VOLA,ABR Dynamic Blend Equity & Volatility Fund Institutional Shares,,ABR,0.0934,0.0864,0.08785,0.0542,0.6,9.4
BSMR,AmericaFirst Monthly Risk-On Ri,AmericaFirst Monthly Risk-On Risk-Off Fund Class I,,AmericaFirst Funds,0.0542,0.0864,0.08785,0.0542,0.6,9.4
BSMS,Invesco Balanced-Risk Allocatio,Invesco Balanced-Risk Allocation Fund Class Y,,Invesco,0.0654,0.0864,0.08785,0.0542,0.6,9.4
BSMT,Invesco Balanced-Risk Allocatio,Invesco Balanced-Risk Allocation Fund Class A,,Invesco,0.0941,0.0864,0.08785,0.0542,0.6,9.4
BSMU,American Beacon Small Cap Value,American Beacon Small Cap Value Fund Class A,,American Beacon,0.353,0.0864,0.08785,0.0542,0.6,9.4
BSV,AB Trust - AB Discovery Value F,AB Discovery Value Fund Class I,Short-Term Bond,AllianceBernstein,0.0031,0.0366,0.0212,0.0188,0.71,2.55
BTAL,AB Trust - AB Discovery Value F,AB Discovery Value Fund Class K,,AllianceBernstein,-0.3048,-0.051,-0.0592,0.0542,-0.46,11.85
BTEC,AB Trust - AB Discovery Value F,AB Discovery Value Fund Class R,Health,AllianceBernstein,0.3684,0.2074,0.08785,0.0542,0.6,9.4
BTEK,American Beacon Small Cap Value,American Beacon Small Cap Value Fund Class Y,Technology,American Beacon,0.353,0.0864,0.08785,0.0542,0.6,9.4
BUFD,AB Trust - AB Discovery Value F,AB Discovery Value Fund Class Z,,AllianceBernstein,0.353,0.0864,0.08785,0.0542,0.6,9.4
BUFF,American Century Government Bon,American Century Government Bond Fund A Class,Large Value,American Century Investments,0.138,0.066,0.08785,0.0542,0.6,9.4
BUFR,American Century Government Bon,American Century Government Bond Fund C Class,,American Century Investments,0.353,0.0864,0.08785,0.0542,0.6,9.4
BUG,"AB Municipal Income Fund, Inc. ",AB High Income Municipal Portfolio Class C,,AllianceBernstein,0.4197,0.0864,0.08785,0.0542,0.6,9.4
BUL,"AB Municipal Income Fund, Inc. ",AB High Income Municipal Portfolio Class A,Mid-Cap Blend,AllianceBernstein,0.5112,0.0864,0.08785,0.0542,0.6,9.4
BUYZ,American Century Government Bon,American Century Government Bond Fund R5 Class,,American Century Investments,0.5749,0.0864,0.08785,0.0542,0.6,9.4
BUZZ,American Century Government Bon,American Century Government Bond Fund R Class,,American Century Investments,0.353,0.0864,0.08785,0.0542,0.6,9.4
BWX,"AB Municipal Income Fund, Inc. ",AB High Income Municipal Portfolio Advisor Class,World Bond,AllianceBernstein,0.0245,0.0299,0.0136,0.0077,0.06,0.16
BWZ,"AB Municipal Income Fund, Inc. ",AB High Income Municipal Portfolio Class Z,World Bond,AllianceBernstein,0.041,0.0104,0.0065,-0.0155,-0.08,-0.91
BZQ,Columbia Capital Allocation Mod,Columbia Capital Allocation Moderate Portfolio Class A,Trading--Inverse Equity,Columbia Threadneedle,-0.6585,-0.54,-0.4606,-0.2749,-0.79,30.09
CACG,AB Trust - AB Value Fund - Clas,AB Value Fund Class A,Large Growth,AllianceBernstein,0.3934,0.1933,0.08785,0.0542,0.6,9.4
CALF,AB Trust - AB Value Fund - Clas,AB Value Fund Class C,Small Value,AllianceBernstein,0.9109,0.1711,0.08785,0.0542,0.6,9.4
CANE,AB Trust - AB Value Fund - Clas,AB Value Fund Class R,,AllianceBernstein,0.4765,0.0385,-0.0811,0.0542,-0.32,-9.32
CAPE,The AB Portfolios - AB Balanced,AB All Market Total Return Portfolio Class A,Large Value,AllianceBernstein,0.477,0.2016,0.1955,0.0542,1.14,17.84
CARZ,The AB Portfolios - AB Balanced,AB All Market Total Return Portfolio Class C,Consumer Cyclical,AllianceBernstein,0.9734,0.1986,0.1766,0.0879,0.76,11.98
CATH,The AB Portfolios - AB Balanced,AB All Market Total Return Portfolio Class I,Large Blend,AllianceBernstein,0.4153,0.1871,0.1788,0.0542,1.09,16.56
CBLS,The AB Portfolios - AB Balanced,AB All Market Total Return Portfolio Class K,,AllianceBernstein,0.353,0.0864,0.08785,0.0542,0.6,9.4
CBON,The AB Portfolios - AB Balanced,AB All Market Total Return Portfolio Class R,Emerging-Markets Local-Currency Bond,AllianceBernstein,0.1143,0.0517,0.0386,0.0542,0.5,15.39
CBSE,The AB Portfolios - AB Balanced,AB All Market Total Return Portfolio Advisor Class,,AllianceBernstein,0.353,0.0864,0.08785,0.0542,0.6,9.4
CBTG,Abbey Capital Futures Strategy ,Abbey Capital Futures Strategy Fund Class A,,Abbey Capital,0.353,0.0864,0.08785,0.0542,0.6,9.4
CCOR,Abbey Capital Futures Strategy ,Abbey Capital Futures Strategy Fund Class C,,Abbey Capital,0.0728,0.0779,0.08785,0.0542,0.6,9.4
CCRV,"AB Cap Fund, Inc. - AB Emerging",AB Emerging Markets Multi-Asset Portfolio Advisor Class,Commodities Broad Basket,AllianceBernstein,0.353,0.0864,0.08785,0.0542,0.6,9.4
CDC,Abbey Capital Futures Strategy ,Abbey Capital Futures Strategy Fund Class I,,Abbey Capital,0.4475,0.1585,0.1481,0.0542,1.04,18.82
CDL,AB Trust - AB Discovery Value F,AB Discovery Value Fund Advisor Class,Large Value,AllianceBernstein,0.4761,0.1129,0.1201,0.0542,0.7,10.82
CEFA,"AB Cap Fund, Inc. - AB Emerging",AB Emerging Markets Multi-Asset Portfolio Class Z,Foreign Large Blend,AllianceBernstein,0.332,0.0864,0.08785,0.0542,0.6,9.4
CEFS,Alger Capital Appreciation Fund,Alger Capital Appreciation Fund Class A,Tactical Allocation,Alger,0.3196,0.1142,0.08785,0.0542,0.6,9.4
CEW,"AB Municipal Income Fund, Inc. ",AB Municipal Income Fund California Portfolio Class C,Emerging-Markets Local-Currency Bond,AllianceBernstein,0.0661,0.0082,0.0125,-0.0149,0.04,0.19
CEY,Alger Capital Appreciation Inst,Alger Capital Appreciation Institutional Fund Class R,Diversified Emerging Mkts,Alger,0.2965,0.053,0.08785,0.0542,0.6,9.4
CFA,Access Capital Community Invest,Access Capital Community Investment Fund Class A,Large Blend,RBC Global Asset Management.,0.4269,0.1453,0.1541,0.0542,0.9,13.63
CFCV,Access Capital Community Invest,Access Capital Community Investment Fund Class IS,Large Value,RBC Global Asset Management.,0.4281,0.0864,0.08785,0.0542,0.6,9.4
CFO,Alger Capital Appreciation Inst,Alger Capital Appreciation Institutional Fund Class Y,,Alger,0.4528,0.1265,0.1434,0.0542,1.04,17.67
CGW,"The Alger Fds, Alger Capital Ap",Alger Capital Appreciation Fund Class Z,Natural Resources,Alger,0.4559,0.1902,0.1425,0.1139,0.97,15.54
CHAD,American Century Diversified Bo,American Century Diversified Bond Fund I Class,Trading--Inverse Equity,American Century Investments,-0.3529,-0.2128,-0.1696,0.0542,-0.9,29.96
CHAU,American Beacon Balanced Fund Y,American Beacon Balanced Fund Class Y,Trading--Leveraged Equity,American Beacon,0.9045,0.2735,0.2073,0.0542,0.64,14.63
CHB,American Century Strategic Allo,American Century Strategic Allocation: Conservative Fund A Class,China Region,American Century Investments,0.353,0.0864,0.08785,0.0542,0.6,9.4
CHGX,Invesco Corporate Bond Fund Cla,Invesco Corporate Bond Fund Class A,Large Blend,Invesco,0.4397,0.2113,0.08785,0.0542,0.6,9.4
CHIC,Invesco Corporate Bond Fund Cla,Invesco Corporate Bond Fund Class C,China Region,Invesco,0.0738,-0.0279,0.0807,0.0586,0.43,8.36
CHIE,Invesco Corporate Bond Fund Cla,Invesco Corporate Bond Fund Class Y,China Region,Invesco,0.3613,-0.0204,0.0494,-0.0181,0.22,2.86
CHIH,American Century Strategic Allo,American Century Strategic Allocation: Conservative Fund I Class,China Region,American Century Investments,0.3988,0.0864,0.08785,0.0542,0.6,9.4
CHII,American Century Core Plus Fd C,American Century Core Plus Fund Class C,China Region,American Century Investments,0.4028,0.0986,0.1074,0.0293,0.62,13.22
CHIK,American Century Mid Cap Value ,American Century Mid Cap Value Fund C Class,China Region,American Century Investments,0.3924,0.0864,0.08785,0.0542,0.6,9.4
CHIL,American Century Core Plus Fd I,American Century Core Plus Fund Investor Class,China Region,American Century Investments,0.3522,0.0864,0.08785,0.0542,0.6,9.4
CHIM,American Century International ,American Century International Value Fund C Class,China Region,American Century Investments,0.6576,0.1323,0.1759,0.0179,0.72,15.28
CHIQ,American Century Core Plus Fd R,American Century Core Plus Fund Class R,China Region,American Century Investments,0.6942,0.2731,0.2839,0.0842,1.19,27.09
CHIR,American Century Core Plus Fd A,American Century Core Plus Fund Class A,China Region,American Century Investments,-0.0171,0.0864,0.08785,0.0542,0.6,9.4
CHIS,Access Capital Community Invest,Access Capital Community Investment Fund Institutional Class,China Region,RBC Global Asset Management.,0.3062,0.0864,0.08785,0.0542,0.6,9.4
CHIU,American Century Core Plus Fund,American Century Core Plus Fund I Class,China Region,American Century Investments,0.3208,0.0864,0.08785,0.0542,0.6,9.4
CHIX,American Century Core Plus Fund,American Century Core Plus Fund R5 Class,China Region,American Century Investments,0.1543,0.0096,0.0775,0.0405,0.43,7.7
CHNA,Invesco Corporate Bond Fund Cla,Invesco Corporate Bond Fund R5 Class,,Invesco,0.6872,0.0864,0.08785,0.0542,0.6,9.4
CIBR,,American Century Core Plus Fund G Class,Technology,American Century Investments,0.4185,0.2193,0.2279,0.0542,1.1,21.02
CID,Invesco Corporate Bond Fund Cla,Invesco Corporate Bond Fund Class R,Foreign Large Value,Invesco,0.3555,0.0297,0.055,0.0542,0.35,4.14
CIL,"AB Cap Fund, Inc.-AB All China ",AB All China Equity Portfolio Class A,Foreign Large Blend,AllianceBernstein,0.3299,0.0711,0.0956,0.0542,0.63,8.75
CIZ,American Century Emerging Marke,American Century Emerging Markets Fund C Class,Foreign Large Blend,American Century Investments,0.2923,0.0249,0.0536,0.0542,0.39,5.32
CLDL,Invesco Exchange Fund Shs,Invesco Exchange Fund,Trading--Leveraged Equity,Invesco,0.353,0.0864,0.08785,0.0542,0.6,9.4
CLDS,Invesco Equity and Income Fund,Invesco Equity and Income Fund Class A,Trading--Inverse Equity,Invesco,0.353,0.0864,0.08785,0.0542,0.6,9.4
CLIX,Invesco Equity and Income Fund ,Invesco Equity and Income Fund R5 Class,Long-Short Equity,Invesco,0.1569,0.1965,0.08785,0.0542,0.6,9.4
CLOU,"The Alger Fds II, Alger Emergin",Alger Emerging Markets Fund Class C,Technology,Alger,0.3329,0.0864,0.08785,0.0542,0.6,9.4
CLRG,Invesco Equity and Income Fund,Invesco Equity and Income Fund Class C,Large Value,Invesco,0.4632,0.1233,0.08785,0.0542,0.6,9.4
CLTL,Invesco Equity and Income Fund ,Invesco Equity and Income Fund Class R,Ultrashort Bond,Invesco,0.0005,0.0145,0.08785,0.0542,0.6,9.4
CMBS,Invesco Equity and Income Fund ,Invesco Equity and Income Fund Class Y,Intermediate-Term Bond,Invesco,0.0174,0.0562,0.0311,0.0542,0.59,2.12
CMDY,American Century International ,American Century International Value Fund Investor Class,,American Century Investments,0.4475,0.0243,0.08785,0.0542,0.6,9.4
CMF,"AB Cap Fund, Inc.-AB All China ",AB All China Equity Portfolio Advisor Class,Muni California Long,AllianceBernstein,0.0244,0.0429,0.0257,0.043,0.39,1.47
CN,"American Century Inv, Focused D",American Century Investments Focused Dynamic Growth Fund R Class,China Region,American Century Investments,0.3217,0.1254,0.1461,0.0542,0.79,16.89
CNBS,American Century Focused Dynami,American Century Investments Focused Dynamic Growth Fund A Class,,American Century Investments,1.7567,0.0864,0.08785,0.0542,0.6,9.4
CNCR,Columbia Acorn International Se,Columbia Acorn International Select Fund Institutional Class,Health,Columbia Threadneedle,0.1875,0.1005,0.0751,0.0542,0.35,5.54
CNRG,Focused Dynamic Growth Fund Cla,American Century Investments Focused Dynamic Growth Fund G Class,Equity Energy,American Century Investments,1.156,0.0864,0.08785,0.0542,0.6,9.4
CNXT,Water Island Credit Opportuniti,Water Island Credit Opportunities Fund Class I,China Region,Arbitrage Fund,0.52,0.2291,0.1016,0.0542,0.46,11.87
CNYA,Focused Dynamic Growth Fund - R,American Century Investments Focused Dynamic Growth Fund R6 Class,,American Century Investments,0.5833,0.1566,0.08785,0.0542,0.6,9.4
COM,"American Century Inv, Focused D",American Century Investments Focused Dynamic Growth Fund Investor Class,Commodities Broad Basket,American Century Investments,0.4131,0.0782,0.08785,0.0542,0.6,9.4
COMB,American Century Focused Dynami,American Century Investments Focused Dynamic Growth Fund I Class,Commodities Broad Basket,American Century Investments,0.4575,0.0371,0.08785,0.0542,0.6,9.4
COMT,Disciplined Core Value Fund - C,American Century Disciplined Core Value Fund C Class,Commodities Broad Basket,American Century Investments,0.4581,0.0023,0.0497,0.0542,0.32,3.36
COPX,American Century Global Gold Fd,American Century Global Gold Fund A Class,Natural Resources,American Century Investments,1.1376,0.1775,0.2116,-0.0207,0.68,11.16
CORN,Invesco Growth & Income Fund Cl,Invesco Growth and Income Fund Class A,,Invesco,0.7234,0.0914,0.0083,-0.0619,0.07,-0.26
CORP,Invesco Growth & Income Fund In,Invesco Growth and Income Fund Class C,Corporate Bond,Invesco,0.0296,0.0784,0.0472,0.0513,0.65,2.59
COW,Invesco Growth and Income Fund ,Invesco Growth and Income Fund Class R,,Invesco,0.2609,-0.0722,0.08785,0.0542,0.6,9.4
COWZ,Invesco Growth and Income Fund ,Invesco Growth and Income Fund Class Y,Large Value,Invesco,0.6297,0.1542,0.08785,0.0542,0.6,9.4
CPI,Invesco Growth and Income Fund ,Invesco Growth and Income Fund R5 Class,Tactical Allocation,Invesco,0.0189,0.0106,0.0149,0.0139,0.12,1.06
CRAK,AB Income Fund - ADV,AB Income Fund Advisor Class,Equity Energy,AllianceBernstein,0.3921,-0.0025,0.1227,0.0542,0.53,7.49
CROC,AB Income Fund Class Z,AB Income Fund Class Z,Trading--Miscellaneous,AllianceBernstein,-0.1802,-0.0354,-0.0298,0.0542,-0.13,0.17
CRUZ,American Century Equity Income ,American Century Equity Income Fund I Class,Consumer Cyclical,American Century Investments,0.353,0.0864,0.08785,0.0542,0.6,9.4
CSA,Columbia Acorn International Cl,Columbia Acorn International Fund Institutional Class,Small Blend,Columbia Threadneedle,0.6394,0.1163,0.1531,0.0542,0.73,11.76
CSB,American Century International ,American Century International Opportunities Fund I Class,Small Value,American Century Investments,0.7039,0.1337,0.1529,0.0542,0.74,12.62
CSD,AB Corporate Shares - Corporate,AB Corporate Income Shares,Mid-Cap Blend,AllianceBernstein,0.7292,0.0703,0.1153,0.1135,0.52,6.68
CSF,American Century Inflation Adju,American Century Inflation Adjusted Bond Fund Investor Class,Small Blend,American Century Investments,0.5661,0.0993,0.1404,0.0542,0.78,14.9
CSM,Alger Capital Appreciation Inst,Alger Capital Appreciation Institutional Fund Class Z-2,Large Blend,Alger,0.414,0.1534,0.158,0.1409,0.94,14.04
CSML,AllianzGI Core Plus Bond Fund I,Virtus AllianzGI Core Plus Bond Fund Institutional Class,Small Blend,Virtus,0.6708,0.0895,0.08785,0.0542,0.6,9.4
CTEC,AllianzGI Core Plus Bond Fund C,Virtus AllianzGI Core Plus Bond Fund Class P,,Virtus,0.353,0.0864,0.08785,0.0542,0.6,9.4
CURE,American Century Mid Cap Value ,American Century Mid Cap Value Fund A Class,Trading--Leveraged Equity,American Century Investments,0.9256,0.327,0.2746,0.3584,0.74,10.63
CUT,American Century Value - C Cl,American Century Value Fund C Class,Natural Resources,American Century Investments,0.5538,0.0772,0.1301,0.0813,0.69,10.27
CVY,"American Century Inv, NT Divers",American Century NT Diversified Bond Fund G Class,Allocation--70% to 85% Equity,American Century Investments,0.5378,0.0755,0.0941,0.0615,0.49,3.97
CWB,"American Century Inv, NT Equity",American Century NT Equity Growth Fund G Class,Convertibles,American Century Investments,0.4685,0.2232,0.1925,0.1281,1.2,12.57
CWEB,"American Century Inv, NT Emergi",American Century NT Emerging Markets Fund G Class,,American Century Investments,1.1021,0.0392,0.08785,0.0542,0.6,9.4
CWS,"American Century Inv, NT Large ",American Century NT Focused Large Cap Value Fund G Class,Mid-Cap Growth,American Century Investments,0.342,0.1467,0.08785,0.0542,0.6,9.4
CXSE,"American Century Inv, NT Mid Ca",American Century NT Mid Cap Value Fund G Class,China Region,American Century Investments,0.4136,0.1925,0.2577,0.0542,1.18,27.4
